song_id,respondent,prompt,description,similarity
d2c86c3d-07fc-4390-8,1,"A ambient trap song about chilling at the beach during a sunset, electronic, saxophone, synthesizer,",The vibes are dreamy bedroom pop. I would listen to this while laying on grass and staring up at either a night sky or a slightly cloudy sunset,0.4768
d2c86c3d-07fc-4390-8,3,"A ambient trap song about chilling at the beach during a sunset, electronic, saxophone, synthesizer,","slow paced techno vibes, definitely uses a mixer, cool guy singing",0.4779
d2c86c3d-07fc-4390-8,21,"A ambient trap song about chilling at the beach during a sunset, electronic, saxophone, synthesizer,","More modern, chill song. Backed by a saxophone and sung by a male, the song mixes jazz with borderline rap drums.",0.5328
d2c86c3d-07fc-4390-8,23,"A ambient trap song about chilling at the beach during a sunset, electronic, saxophone, synthesizer,","This sounds like something that would play on YouTube, lo-fi calm beats to study to. Reminds me of a song I would listen to at the beach.",0.5941
d2c86c3d-07fc-4390-8,38,"A ambient trap song about chilling at the beach during a sunset, electronic, saxophone, synthesizer,","Smooth jazz in the beginning leads to a nice lofi-like beat. However, the singing on top feels more mellow.",0.3505
d2c86c3d-07fc-4390-8,45,"A ambient trap song about chilling at the beach during a sunset, electronic, saxophone, synthesizer,","Melodic, male singing, strong beat, almost a jazzy kind of intro. Background music for a youtube video. ",0.4367
d2bec18a-bac3-48cb-b,0,"1985, funk, dance-pop, with male vocals in the style of Michael Jackson,","super groovey and funky, you can totally jiggy with this wearing a kind of disco suit. reminds me of rollar skates too",0.2653
d2bec18a-bac3-48cb-b,6,"1985, funk, dance-pop, with male vocals in the style of Michael Jackson,","There is a woman singing an older type songs. Sounds like something Michael Jackson would sing. It is a man singing, actually, and you can hear the drums in the background. ",0.393
d2bec18a-bac3-48cb-b,21,"1985, funk, dance-pop, with male vocals in the style of Michael Jackson,","A Jackson 5-like, 80s pop groove. Sung by a group of singers, and backed by synths, suitable for an 80s disco party.",0.5788
d2bec18a-bac3-48cb-b,29,"1985, funk, dance-pop, with male vocals in the style of Michael Jackson,",A women singing R and B with drums in the background. seems like 90s to early 2000s.,0.394
d2bec18a-bac3-48cb-b,39,"1985, funk, dance-pop, with male vocals in the style of Michael Jackson,",gives me michael jackson vibes with some potential unique dance steps in celebration fo some event,0.3787
d2a0689f-4bd9-496a-b,2,300hz vibe Big Rave HOUSE -meditation Festival House Music with Choir Vocals,I don't know what that noise is called but its very upbeat and electric. There is a few woman saying words that are added to the soundtrack.,0.3508
d2a0689f-4bd9-496a-b,18,300hz vibe Big Rave HOUSE -meditation Festival House Music with Choir Vocals,"Hyper, upbeat, electronic/dance music with a build-up in the beginning to a small beat drop with more upbeat music with female vocals saying ""Oh!""",0.5447
d2a0689f-4bd9-496a-b,29,300hz vibe Big Rave HOUSE -meditation Festival House Music with Choir Vocals,Seems like. house music with little lyrics but a women narrator. ,0.5066
d2a0689f-4bd9-496a-b,33,300hz vibe Big Rave HOUSE -meditation Festival House Music with Choir Vocals,Strong presence of synths to create tension and a beat drop feeling like a house music melody.,0.5229
d2a0689f-4bd9-496a-b,47,300hz vibe Big Rave HOUSE -meditation Festival House Music with Choir Vocals,"Trap hats and booming 808s with shiny autuned hooks, glossy pop‑hop mix with lots of top end sparkle.",0.54
cdb23f80-6a13-4777-8,6,"A Song about whining , pop, r&b, vocal, hip hop,",This is more pop. There is a man singing. I think it is a more type of love song. It has a good beat to it that adds dramatic effect. I feel like it would be targeted towards teenagers.,0.4611
cdb23f80-6a13-4777-8,20,"A Song about whining , pop, r&b, vocal, hip hop,","Male voice with autotune, very modern pop song, almost rap,  low whiny voice",0.6314
cdb23f80-6a13-4777-8,31,"A Song about whining , pop, r&b, vocal, hip hop,","A moody, mid-tempo pop track featuring dark synthesizers, heavy drum beat, and smooth, soulful male vocals that sounds sad.",0.51
cdb23f80-6a13-4777-8,33,"A Song about whining , pop, r&b, vocal, hip hop,",Strong vocal presence with a man expressing strong feelings accompanied by a hip-hop styled beat.,0.4312
cc598c82-8126-4cdf-9,7,2000s 90s playstation jungle dnb glitch with ethereal jungle pads amen break,"Fast beat instrumental with synth, interesting bass line and percussion. No vocals. ",0.2743
cc598c82-8126-4cdf-9,16,2000s 90s playstation jungle dnb glitch with ethereal jungle pads amen break,"instrumental track, electronic dnb vibes, a chill fairy-like melody playing over the beat",0.3576
cc598c82-8126-4cdf-9,22,2000s 90s playstation jungle dnb glitch with ethereal jungle pads amen break,Fast drums with light taps. Xylophone sounding instrument in background. No vocals.,0.3029
cc598c82-8126-4cdf-9,35,2000s 90s playstation jungle dnb glitch with ethereal jungle pads amen break,"Slow, ambient intro with sustained pads, sparse piano notes, and distant reverb, gradually adding a deep bass pulse and airy female vocals drifting above.",0.2839
cc598c82-8126-4cdf-9,48,2000s 90s playstation jungle dnb glitch with ethereal jungle pads amen break,A fast moving drum beat starts with little flickers of electronic sounds.,0.3324
c7af0ea9-f546-4f26-b,2,"Anthem in Finnish for the Nomadic Academy of Experimental Arts based in Harakka island, Helsinki Finland.",I hear electric guitar and drum and maybe like one of those triangle things. Then there is multiple males singing in another language together.,0.3058
c7af0ea9-f546-4f26-b,18,"Anthem in Finnish for the Nomadic Academy of Experimental Arts based in Harakka island, Helsinki Finland.",Guitar music that sounds like more soft rock and some light drums in the background. Male singing voice towards the end in another language (perhaps Italian?),0.2452
c7af0ea9-f546-4f26-b,30,"Anthem in Finnish for the Nomadic Academy of Experimental Arts based in Harakka island, Helsinki Finland.","Bright piano chords open over a light pulse, the melody stays in a narrow range, and the ending fades smoothly without sudden accents.",0.1317
c7af0ea9-f546-4f26-b,36,"Anthem in Finnish for the Nomadic Academy of Experimental Arts based in Harakka island, Helsinki Finland.",This sounds like an ending scene to a movie after a successful heist has been completed,0.0823
c7af0ea9-f546-4f26-b,45,"Anthem in Finnish for the Nomadic Academy of Experimental Arts based in Harakka island, Helsinki Finland.","Guy singing in another language, longer intro. Drums and electric keyboard. ",0.3848
c2eccd6c-3c7f-4e67-9,7,"There’s Hiroshima-style okonomiyaki, but there is no such thing as ‘Hiroshimayaki., blues,","Country sounding song, slower tempo. Driving guitar parts. Male southern vocal
",0.047
c2eccd6c-3c7f-4e67-9,19,"There’s Hiroshima-style okonomiyaki, but there is no such thing as ‘Hiroshimayaki., blues,","I like this because it is nice and slow, and the vocals I can make out.",0.139
c2eccd6c-3c7f-4e67-9,26,"There’s Hiroshima-style okonomiyaki, but there is no such thing as ‘Hiroshimayaki., blues,",Old slow song that would be played in a saloon a century ago in a Western bar,0.0799
c2eccd6c-3c7f-4e67-9,33,"There’s Hiroshima-style okonomiyaki, but there is no such thing as ‘Hiroshimayaki., blues,",Calm folk campfire song with a light strummed guitar and strong vocals of a man.,0.0316
c2eccd6c-3c7f-4e67-9,47,"There’s Hiroshima-style okonomiyaki, but there is no such thing as ‘Hiroshimayaki., blues,","Chopped vocal samples over snare rolls and sparkly loops, short phrases looped like a TikTok beat.",0.1608
c243ba53-0eea-4dfd-b,7,"Happy friendly gay pickle whose catchphrase is “I’m a pickle hear me roar”, heavy metal,","Strong male vocals, metal like sounding instrumental with heavy drums, guitar and bass. ",0.3892
c243ba53-0eea-4dfd-b,19,"Happy friendly gay pickle whose catchphrase is “I’m a pickle hear me roar”, heavy metal,",i don't like this because it sounds too abrupt and the vocals i can't make out.,0.2136
c243ba53-0eea-4dfd-b,28,"Happy friendly gay pickle whose catchphrase is “I’m a pickle hear me roar”, heavy metal,",Metal or other type of hard rock song with english signing/yelling. Medium pacing.,0.3562
c243ba53-0eea-4dfd-b,37,"Happy friendly gay pickle whose catchphrase is “I’m a pickle hear me roar”, heavy metal,",This sounds like 90s rock you would here in the Hairspray or something.,0.3514
c243ba53-0eea-4dfd-b,44,"Happy friendly gay pickle whose catchphrase is “I’m a pickle hear me roar”, heavy metal,","This mimics 80’s rock, with a mixture of electric guitar and drums along with the passion in the voice of the artist. This would be classified as your stereotypical rock music that could be found in an underground location. ",0.3535
c21d9593-e7e4-41fe-b,0,"Technical Death Metal, Progressive Metal, complex, heavy, male vocalist, melodic, aggressive, angry, energetic, epic, uncommon time signatures, 1995","more rock, except this time is feels almost reptillion? I cant really explain it other than the fac that this feels like a lizard has taken the form of a human body and is doing this",0.3479
c21d9593-e7e4-41fe-b,4,"Technical Death Metal, Progressive Metal, complex, heavy, male vocalist, melodic, aggressive, angry, energetic, epic, uncommon time signatures, 1995",This music is very strong and has some sort of rock component that is very interesting. ,0.4813
c21d9593-e7e4-41fe-b,12,"Technical Death Metal, Progressive Metal, complex, heavy, male vocalist, melodic, aggressive, angry, energetic, epic, uncommon time signatures, 1995","Hard Metal, something you would see in a basement of something that's scary",0.3237
c21d9593-e7e4-41fe-b,28,"Technical Death Metal, Progressive Metal, complex, heavy, male vocalist, melodic, aggressive, angry, energetic, epic, uncommon time signatures, 1995","Metal or hard rock. Male screaming/chanting in english, mainly drums and electric guitar.",0.5767
c21d9593-e7e4-41fe-b,38,"Technical Death Metal, Progressive Metal, complex, heavy, male vocalist, melodic, aggressive, angry, energetic, epic, uncommon time signatures, 1995",Screamo metal that one could head-bang to. Sounds like something old ladies on facebook would deem demonic music.,0.5723
c21d9593-e7e4-41fe-b,43,"Technical Death Metal, Progressive Metal, complex, heavy, male vocalist, melodic, aggressive, angry, energetic, epic, uncommon time signatures, 1995",Metal song very very emo/goth vibe something that metalheads would absolutely lose their minds over,0.5728
c03a69e7-7bcb-4c85-b,8,"Song about I can shake but can’t bake , Rock Musical, Standards, 1980s, duet","This music is calmer and has more of a country style. It is a slower style, with lyrics, yet not too much word play.",0.2424
c03a69e7-7bcb-4c85-b,21,"Song about I can shake but can’t bake , Rock Musical, Standards, 1980s, duet",A pre-2000s soft/glam rock song sung by a male. Combines both drums and orchestra to produce a melancholic/emotional tune.,0.4253
